--------------------
BDMEP - INMET
--------------------
Estação           : FRANCA - SP (OMM: 83630)
Latitude  (graus) : -20.58
Longitude (graus) : -47.36
Altitude  (metros): 1026.20
Estação Operante
Inicio de operação: 01/01/1911
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83630;01/08/2007;0000;;25.6;;9.4;51;1.666667;
83630;01/08/2007;1200;0;;14.2;;;;
83630;02/08/2007;0000;;24.1;;9.6;53;1.333333;
83630;02/08/2007;1200;0;;14.9;;;;
83630;03/08/2007;0000;;24.8;;10.1;54.25;2.666667;
83630;03/08/2007;1200;0;;14.7;;;;
83630;04/08/2007;0000;;25.4;;10.2;54.75;1.333333;
83630;04/08/2007;1200;0;;15.3;;;;
83630;05/08/2007;0000;;26.8;;10.2;52.75;1.333333;
83630;05/08/2007;1200;0;;17;;;;
83630;06/08/2007;0000;;25.7;;10.2;55;2;
83630;06/08/2007;1200;0;;15.5;;;;
83630;07/08/2007;0000;;27.3;;10.2;45.5;2.333333;
83630;07/08/2007;1200;0;;15.1;;;;
83630;08/08/2007;0000;;27;;10.2;43.25;2.333333;
83630;08/08/2007;1200;0;;17.7;;;;
83630;09/08/2007;0000;;25;;10;51.25;3;
