Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,Ocorrencia
,29.9,,5.2,2.4,24.28,81.5,0.69,LANINA
0,,20.7,,,,,1.71,LANINA
,29.9,,0.8,2.6,23.28,83.5,1.03,LANINA
1.2,,20.1,,,,,1.03,LANINA
,30.7,,4.3,1.8,24.62,68.25,0.34,LANINA
34.8,,19.3,,,,,0.34,LANINA
,29.1,,1.6,2.8,21.9,92.5,0.69,LANINA
5.2,,19.1,,,,,0.34,LANINA
,22.8,,0,1.2,20.8,93.5,0.34,LANINA
32.3,,19,,,,,0.34,LANINA
,26.1,,1.4,1.9,21.86,82.75,0.69,LANINA
1.2,,19,,,,,0.34,LANINA
,28.3,,5.7,0.5,22.22,87.25,0.34,LANINA
0.2,,18.1,,,,,1.37,LANINA
,27.5,,3.1,1.8,21.74,80.5,1.37,LANINA
11.2,,18.9,,,,,0.69,LANINA
,29.1,,4,2.1,23.24,83,1.03,LANINA
5.5,,20.7,,,,,1.37,LANINA
,26.5,,2.9,1.8,22.2,82.25,0.69,LANINA
29,,19.1,,,,,1.37,LANINA
,26.8,,1.7,2.3,21.56,89.25,0.69,LANINA
0,,19.8,,,,,0.69,LANINA
,22,,0,0.2,20.38,96,1.03,LANINA
70,,19.3,,,,,1.03,LANINA
,25.3,,0,0.6,21.08,94.5,0.34,LANINA
14.1,,19.5,,,,,0.69,LANINA
,30.3,,3.1,1.3,22.38,77.75,0.34,LANINA
7.2,,18.8,,,,,0.69,LANINA
,32.3,,10.8,2.5,24.52,68.75,0.69,LANINA
7.7,,18.4,,,,,0.69,LANINA
,32.8,,9.6,3.8,25.54,66.25,1.03,LANINA
0,,19.4,,,,,0.69,LANINA
,32.4,,8.9,4.9,24.94,71.25,1.03,LANINA
0,,20,,,,,0.69,LANINA
,31.5,,6.5,2.7,24.54,81.5,0.86,LANINA
23.6,,20.3,,,,,0.69,LANINA
,32,,9.1,3.1,24.86,68.25,1.03,LANINA
4.7,,19.5,,,,,0.69,LANINA
,32.5,,9,3.8,24.76,69.5,1.03,LANINA
0,,19.4,,,,,0.69,LANINA
,31.8,,8,3.6,24.24,72,1.89,LANINA
0,,19.3,,,,,2.40,LANINA
,30.8,,10.9,3.2,24.66,68,1.03,LANINA
4.2,,19.4,,,,,1.71,LANINA
,30.1,,9.3,4.2,24.18,73.25,0.69,LANINA
0,,20.1,,,,,0.69,LANINA
,28.6,,4.3,3.7,22.4,88.75,1.71,LANINA
0.8,,19.1,,,,,0.69,LANINA
,29.4,,4.4,2.1,22.92,81.75,1.03,LANINA
10.6,,19.5,,,,,0.69,LANINA
,30.3,,7.3,2.3,24.48,81.5,0.34,LANINA
4.4,,20.9,,,,,1.03,LANINA
,31.2,,10.1,3.9,24.52,65,1.03,LANINA
0,,19.9,,,,,1.03,LANINA
,31.9,,9.8,5.1,25.56,64,0.69,LANINA
0,,20.8,,,,,1.00,LANINA
,32.4,,8.7,4.3,26.72,62.25,1.00,LANINA
0,,20.4,,,,,0.67,LANINA
,30.1,,4.3,4.7,24.02,73.25,1.00,LANINA
0,,20.4,,,,,1.00,LANINA
,31.1,,3.3,3.2,23.74,85.25,0.67,LANINA
0,,20.3,,,,,1.00,LANINA
,23.4,,0,1.7,21.12,86.75,0.67,LANINA
9.3,,20,,,,,1.67,LANINA
,24.3,,0,1.6,21.58,83.75,1.33,LANINA
1,,19.5,,,,,1.67,LANINA
,30.5,,1.4,1.6,22.48,83,0.67,LANINA
6.9,,19.9,,,,,0.67,LANINA
,32,,9.3,2.2,24.9,66.75,1.00,LANINA
8.4,,17.5,,,,,0.33,LANINA
,31.9,,8,3.7,24.82,78.25,0.33,LANINA
0,,20.8,,,,,0.67,LANINA
,31.7,,9.2,3.3,25.44,71.5,0.33,LANINA
10,,19.4,,,,,0.33,LANINA
,31.8,,5,3.6,25.06,73.5,0.67,LANINA
0,,20.7,,,,,0.67,LANINA
,27,,3.5,3.8,22.28,84.5,1.00,LANINA
6.8,,20.2,,,,,1.33,LANINA
,26.4,,4.5,2.9,21.46,76,1.00,LANINA
0,,17.1,,,,,1.00,LANINA
,28.6,,2.9,3,22.74,79.75,1.00,LANINA
0,,17.7,,,,,1.00,LANINA
,25.2,,0.2,2.3,21.46,89.75,0.67,LANINA
12.9,,19.6,,,,,0.67,LANINA
,21.4,,0,0.1,19.18,89,0.33,LANINA
52.2,,18.4,,,,,0.34,LANINA
,22.6,,0,1,20.14,88,0.34,LANINA
0,,17.5,,,,,0.69,LANINA
,25.9,,1.1,1.5,21.52,85,0.69,LANINA
0,,18.1,,,,,0.69,LANINA
,28.8,,7.3,1.8,24.04,72.25,1.03,LANINA
0,,18.1,,,,,0.69,LANINA
,29.9,,5.8,3.1,24.1,81,1.03,LANINA
0,,19.1,,,,,0.69,LANINA
,25.1,,4.4,2.1,21.48,81.75,1.37,LANINA
0.4,,19.1,,,,,1.37,LANINA
,28.3,,9.3,2.4,21.02,68.75,1.71,LANINA
0,,15.1,,,,,1.03,LANINA
,29.7,,9.5,3.4,22.46,62,0.69,LANINA
0,,15.7,,,,,1.03,LANINA
,30.6,,8.7,4.8,23.1,69.5,0.69,LANINA
0,,15.5,,,,,1.37,LANINA
,31.1,,9.3,4.1,23.92,64,1.37,LANINA
0,,20.1,,,,,0.34,LANINA
,31.4,,9.5,4.9,23.78,61.25,0.34,LANINA
0,,17.4,,,,,0.69,LANINA
,31.7,,9.2,4.6,24.64,68,1.03,LANINA
0,,18.2,,,,,1.37,LANINA
,31.7,,8.9,4.3,25.12,69,0.34,LANINA
0,,19.1,,,,,0.69,LANINA
,,,5.2,3.9,,,1.03,LANINA
0,,21.5,,,,,0.34,LANINA
,28.1,,2.4,0.1,22.38,86.5,0.00,LANINA
97,,18.9,,,,,1.03,LANINA
,26.9,,1.9,3,22.76,71.25,0.34,LANINA
0.5,,18.9,,,,,0.69,LANINA
,28.1,,7.2,3,22.38,73.75,0.34,LANINA
0,,17.7,,,,,1.37,LANINA
,30,,8.6,3.8,23.64,69,1.03,LANINA
0,,17.9,,,,,0.69,LANINA
,31.8,,9.8,9.5,24.76,65.25,1.03,LANINA
0,,19.1,,,,,1.03,LANINA
,31.2,,9.3,4.6,24.7,71,0.69,LANINA
0,,20,,,,,1.03,LANINA
,29.1,,5,2.9,23.28,76.75,1.37,LANINA
0.3,,20,,,,,0.69,LANINA
,30.5,,6.4,2.7,23.22,82.25,0.34,LANINA
0.4,,20.1,,,,,0.69,LANINA
,31,,8.1,2.6,24.18,77.5,0.69,LANINA
0.2,,19.6,,,,,0.00,LANINA
,31.2,,8.3,2.8,25.36,68.5,1.03,LANINA
0.3,,20.3,,,,,0.69,LANINA
,30.8,,6,3.7,24.14,79.25,0.00,LANINA
0,,20.8,,,,,1.03,LANINA
,30,,4.4,2.6,22.44,82.5,0.69,LANINA
16.6,,19.6,,,,,0.69,LANINA
,30.2,,5.7,2.4,23.4,78.75,1.71,LANINA
11.6,,19.7,,,,,0.34,LANINA
,29.5,,5.7,2.6,24.06,73.25,0.34,LANINA
10.2,,20.1,,,,,1.37,LANINA
,29,,6.6,3,23.8,78.5,1.03,LANINA
0,,19.9,,,,,1.03,LANINA
,30,,7.2,2.8,22.88,84.25,0.69,LANINA
4.7,,20.1,,,,,0.69,LANINA
,27.5,,3.4,2.6,22.86,78,1.03,LANINA
0,,19.3,,,,,0.69,LANINA
,29,,2,2.7,23.52,76.75,0.51,LANINA
0,,19.3,,,,,1.71,LANINA
,26.5,,0.8,2.3,22.76,83.75,2.40,LANINA
0,,20.1,,,,,1.03,LANINA
,22.4,,0.6,2,20.46,94,1.37,LANINA
4.9,,19.5,,,,,0.34,LANINA
,26.8,,2.6,0.1,22.28,88.75,0.00,LANINA
66.3,,19.4,,,,,1.37,LANINA
,25.1,,3.2,1.7,20.56,83.5,1.37,LANINA
2.5,,18.9,,,,,1.03,LANINA
,19,,0.8,3.2,15.4,92,1.37,LANINA
17.5,,14,,,,,1.37,LANINA
,21.2,,8,1.1,16.08,75.25,0.69,LANINA
8.4,,12.3,,,,,0.69,LANINA
,21.4,,8.2,2.8,15.98,74.5,0.34,LANINA
0,,12.7,,,,,0.00,LANINA
,23.1,,9.2,3.3,17.34,70.25,0.34,LANINA
0,,13.5,,,,,0.69,LANINA
,24.5,,8.2,3.5,18.3,65,1.71,LANINA
0,,12.7,,,,,0.69,LANINA
,25.6,,9.3,3.6,19.36,65.5,1.37,LANINA
0,,13.7,,,,,0.69,LANINA
,25.9,,8.7,4.1,18.92,67.75,1.71,LANINA
0,,13.3,,,,,1.03,LANINA
,26.1,,9.1,3.5,19.32,67,1.71,LANINA
0,,14.8,,,,,3.77,LANINA
,25.9,,8.1,3.9,19.76,69.5,0.69,LANINA
0,,15.9,,,,,1.03,LANINA
,28.1,,6.2,3.5,20.12,66,1.03,LANINA
0,,16.3,,,,,1.03,LANINA
,28.7,,5.2,3.5,20.7,67.25,0.69,LANINA
0,,15.1,,,,,0.69,LANINA
,29,,7.6,3.6,21.66,61,0.69,LANINA
0,,16.3,,,,,0.00,LANINA
,28.8,,8.1,4.1,21.94,59.5,0.34,LANINA
0,,15.4,,,,,0.69,LANINA
,30.6,,8.9,4.3,22.58,66.75,1.71,LANINA
0,,16.7,,,,,1.03,LANINA
,30,,9,3.2,22.68,68.5,0.69,LANINA
0,,16.6,,,,,0.34,LANINA
,30.2,,8.4,4.2,22.54,70.5,1.71,LANINA
0,,17.8,,,,,1.03,LANINA
,30.3,,5.4,3.6,23.22,70.25,1.03,LANINA
0,,16.5,,,,,1.03,LANINA
,29.9,,0.4,4.3,22.98,76.25,1.71,LANINA
0,,19.9,,,,,4.80,LANINA
,28.9,,1.6,2.7,22.68,80.5,1.03,LANINA
20.4,,18.4,,,,,2.40,LANINA
,30.5,,3.4,2.1,24.2,77.5,2.40,LANINA
0,,20.1,,,,,1.71,LANINA
,29.5,,1.6,3.1,23.28,68.25,1.03,LANINA
0,,19,,,,,1.37,LANINA
,28.9,,8.3,4.1,22.82,77,0.86,LANINA
0,,17.8,,,,,1.03,LANINA
,28.2,,6,2.6,22.04,75,0.69,LANINA
0,,17.4,,,,,0.69,LANINA
,27.7,,5.5,3,21.2,74.25,1.71,LANINA
0,,17.3,,,,,1.03,LANINA
,26,,7.4,3,19.7,73,1.03,LANINA
0,,14.8,,,,,1.71,LANINA
,24,,9.5,4.1,17.4,63,1.37,LANINA
0,,14,,,,,0.34,LANINA
,26.5,,9.5,4.4,18.12,68.25,0.67,LANINA
0,,11.9,,,,,1.00,LANINA
,28.2,,9.1,3.7,20.04,70.75,1.33,LANINA
0,,15.4,,,,,1.33,LANINA
,28.5,,8.7,3.8,21.54,68.25,2.00,LANINA
0,,16.8,,,,,1.67,LANINA
,27.8,,7.2,3.4,21.68,74.75,1.67,LANINA
0,,16.1,,,,,1.00,LANINA
,29.7,,8.2,2.6,22.48,70.5,1.00,LANINA
0,,16.9,,,,,0.67,LANINA
,29.3,,8.5,3.8,22.64,65.75,1.67,LANINA
0,,18.5,,,,,1.33,LANINA
,26,,3,4,21.78,76,1.33,LANINA
0,,18,,,,,0.67,LANINA
,21.8,,1.8,2.9,16.86,87.5,0.33,LANINA
9.8,,15.3,,,,,0.67,LANINA
,20.6,,8.3,1.9,15.56,76.75,0.67,LANINA
0,,12.8,,,,,0.33,LANINA
,22.6,,8.1,2.8,15.56,70,0.67,LANINA
0,,10.7,,,,,0.67,LANINA
,18.8,,7.5,3,12.08,75,1.33,LANINA
0,,9.2,,,,,1.00,LANINA
,21.8,,8.3,2.8,13.86,74.25,1.33,LANINA
0,,6.9,,,,,1.33,LANINA
,22.6,,6.5,2.6,15.64,70.75,2.67,LANINA
0,,11.6,,,,,2.00,LANINA
,27,,8.7,3.7,17.76,66.75,1.33,LANINA
0,,12.4,,,,,1.67,LANINA
,28.4,,5.8,4.1,19.38,58.25,1.33,LANINA
0,,11.5,,,,,0.67,LANINA
,24,,4.7,5,19.54,68.25,0.00,LANINA
0,,16,,,,,1.00,LANINA
,26.9,,2.6,4.2,19.64,79.75,0.67,LANINA
0,,15.7,,,,,0.67,LANINA
,17.8,,0,2.4,13.84,96.25,0.33,LANINA
3,,12.1,,,,,1.67,LANINA
,19.5,,8.1,0.4,12.86,79.25,3.67,LANINA
0,,8,,,,,1.00,LANINA
,21.1,,6.7,1.8,14.08,84,1.33,LANINA
0,,8,,,,,1.00,LANINA
,24.7,,8.6,2,17.94,70.25,1.67,LANINA
0,,12.9,,,,,1.33,LANINA
,25.7,,8.3,2.9,19.22,70.25,1.67,LANINA
0,,13.8,,,,,0.33,LANINA
,26.1,,2.9,2.9,19.92,75.75,1.33,LANINA
0,,14.1,,,,,0.33,LANINA
,27.5,,4.9,2.5,20.6,79.25,0.67,LANINA
0,,17.9,,,,,0.67,LANINA
,26.5,,8.4,2.8,20.22,72,0.67,LANINA
0,,17.4,,,,,0.33,LANINA
,22.7,,8.6,3.6,17.42,72,1.00,LANINA
0,,15.2,,,,,1.67,LANINA
,24.6,,8.2,4,17.62,71.5,1.00,LANINA
0,,12.6,,,,,1.33,LANINA
,25.9,,6.9,3.2,18.6,71.5,3.00,LANINA
0,,14.7,,,,,2.00,LANINA
,27.2,,8,3.3,21.06,59,2.67,LANINA
0,,14.8,,,,,2.33,LANINA
,22,,7.8,3.8,16.78,68,1.00,LANINA
0,,15.3,,,,,2.33,LANINA
,22.2,,8.8,3.6,15.32,57,1.67,LANINA
0,,11,,,,,2.33,LANINA
,20.4,,1,3.1,15.36,80.5,1.33,LANINA
0,,10.9,,,,,0.33,LANINA
,23,,8.1,2.1,16.46,76.75,0.67,LANINA
0,,12.1,,,,,1.33,LANINA
,25.3,,8,2.1,20.2,68.5,1.33,LANINA
0,,13.9,,,,,0.67,LANINA
,21.4,,4.1,2.5,16.14,77.25,0.67,LANINA
18.2,,14,,,,,0.33,LANINA
,20.2,,8.7,2,12.48,72.5,0.33,LANINA
0,,8.2,,,,,1.00,LANINA
,24,,7.4,2.4,14.24,63.25,1.33,LANINA
0,,7.6,,,,,3.00,LANINA
,25.6,,8.8,3.3,17.14,53.75,2.00,LANINA
0,,9.2,,,,,1.33,LANINA
,24.3,,6.7,3.7,16.84,62,2.00,LANINA
0,,10.6,,,,,1.00,LANINA
,22.8,,1.8,2.8,,,1.00,LANINA
0.9,,12.8,,,,,0.33,LANINA
,23,,7.3,1.5,15.34,78.75,0.67,LANINA
0,,13,,,,,0.67,LANINA
,21.2,,8.7,2.8,14.26,69,0.33,LANINA
0,,10.6,,,,,1.67,LANINA
,22.4,,8.6,2.9,14.46,71.25,2.00,LANINA
0,,8.7,,,,,1.00,LANINA
,23,,8.8,2.6,14.66,72,1.00,LANINA
0,,9.3,,,,,0.33,LANINA
,24.9,,8.8,2.9,16.18,68.75,0.33,LANINA
0,,10.5,,,,,0.33,LANINA
,25.3,,8.8,3.4,15.98,71,0.67,LANINA
0,,9.9,,,,,1.03,LANINA
,28.2,,8.4,3,17.32,63,1.03,LANINA
0,,9.2,,,,,1.03,LANINA
,27.3,,8.6,4.4,17.44,56.5,1.37,LANINA
0,,11.3,,,,,2.06,LANINA
,28,,8.8,5.6,18.1,57.25,1.03,LANINA
0,,12.2,,,,,1.03,LANINA
,28.6,,8.5,5,19.78,57,1.03,LANINA
0,,12.6,,,,,0.34,LANINA
,29.1,,8.4,4.5,19.36,63.5,1.03,LANINA
0,,12.3,,,,,1.71,LANINA
,26.4,,6.4,4.5,19.86,70.25,1.37,LANINA
0,,13.3,,,,,0.69,LANINA
,25.3,,7.4,3.2,18.4,73.5,1.03,LANINA
0,,13,,,,,1.37,LANINA
,26.8,,7.8,2.7,20.56,61.5,1.37,LANINA
0,,16.5,,,,,1.37,LANINA
,27.5,,8.8,3.6,19.84,64,1.54,LANINA
0,,15.1,,,,,1.37,LANINA
,26.5,,8.4,3.2,18.6,57.5,1.03,LANINA
0,,13.7,,,,,1.03,LANINA
,24,,8.9,4.6,16.6,64,1.37,LANINA
0,,12.6,,,,,1.37,LANINA
,26.1,,8.7,3.4,17.6,57.75,1.03,LANINA
0,,10.8,,,,,1.03,LANINA
,25.1,,8.6,4.4,17.26,63.75,0.69,LANINA
0,,11.5,,,,,1.03,LANINA
,26.4,,8.5,4.5,17.22,63,1.03,LANINA
0,,12.1,,,,,1.03,LANINA
,25.3,,8.8,3.4,17.04,60,0.34,LANINA
0,,10.9,,,,,0.69,LANINA
,24.8,,8.7,3.7,15.78,62.75,0.67,LANINA
0,,10.9,,,,,0.33,LANINA
,27.3,,8.7,3.6,17.72,54.75,1.00,LANINA
0,,11.2,,,,,3.67,LANINA
,26.6,,8.7,4.8,17.36,51,1.00,LANINA
0,,11.3,,,,,0.33,LANINA
,25.7,,8.9,4.2,17.06,59.25,0.67,LANINA
0,,11.7,,,,,0.67,LANINA
,27,,8.6,4.6,17.88,69.25,0.67,LANINA
0,,12,,,,,1.00,LANINA
,25.6,,8.7,3.9,17.18,64,0.67,LANINA
0,,13.9,,,,,0.33,LANINA
,26.3,,8.8,4.1,17.9,52,1.00,LANINA
0,,11.6,,,,,1.67,LANINA
,27.3,,8.1,5.4,19.32,57,1.00,LANINA
0,,15.5,,,,,1.67,LANINA
,26.9,,8.4,4.5,19.3,65.75,1.00,LANINA
0,,13.2,,,,,1.00,LANINA
,27.3,,8.7,4.5,19.34,66.5,1.00,LANINA
0,,16.3,,,,,0.33,LANINA
,28.6,,8.7,4.3,21.26,58,0.67,LANINA
0,,16.3,,,,,1.00,LANINA
,22.4,,1.8,5,18.42,85.75,0.67,LANINA
1.1,,16.5,,,,,1.33,LANINA
,20.3,,0.2,0.8,16.16,94.5,1.00,LANINA
33.5,,14.6,,,,,0.33,LANINA
,24,,6.6,0.5,17.5,84,0.67,LANINA
0,,13,,,,,0.33,LANINA
,20,,4.1,1.8,16.28,81.25,0.67,LANINA
0,,14.5,,,,,0.67,LANINA
,24.5,,8.5,2.4,18.12,72.75,0.33,LANINA
0,,13.1,,,,,1.33,LANINA
,25.5,,6.8,3.4,18.88,70.25,1.00,LANINA
0,,13.3,,,,,0.67,LANINA
,26.6,,7.7,3,18.82,72.75,1.33,LANINA
0,,15.7,,,,,1.00,LANINA
,27.7,,8.8,3.8,19.8,71.25,1.33,LANINA
0,,15.9,,,,,1.00,LANINA
,27.9,,8.9,3.5,20.66,55.5,1.00,LANINA
0,,16,,,,,0.33,LANINA
,28.8,,9,6.5,20.54,62.5,0.33,LANINA
0,,16.9,,,,,0.67,LANINA
,28.9,,8.9,5.6,21.56,59.75,0.33,LANINA
0,,16.4,,,,,0.67,LANINA
,27.3,,8.9,4,20.08,59.75,0.67,LANINA
0,,14.9,,,,,0.67,LANINA
,25.2,,9.1,5,17.18,64.5,1.33,LANINA
0,,13.4,,,,,1.00,LANINA
,27,,8.7,3.8,18.84,61.5,1.33,LANINA
0,,10.8,,,,,0.67,LANINA
,26.4,,9,4.8,18.24,64.5,0.33,LANINA
0,,12.1,,,,,0.33,LANINA
,24.9,,4.9,5,18.92,61.5,0.33,LANINA
0,,14.7,,,,,0.33,LANINA
,27,,4,4.7,20.9,56.5,1.00,LANINA
0,,17.5,,,,,1.00,LANINA
,26.3,,9,5.2,19.54,56.5,1.00,LANINA
0,,16.2,,,,,0.67,LANINA
,28.3,,9,5.1,19.24,59,1.00,LANINA
0,,14.7,,,,,1.67,LANINA
,29.8,,9.2,6.4,20.88,53,1.33,LANINA
0,,14.9,,,,,1.67,LANINA
,27.5,,8.3,5.5,19.2,71.25,1.00,LANINA
0,,14.9,,,,,0.67,LANINA
,24.4,,8.8,3.3,16.94,71.75,0.33,LANINA
0,,12.9,,,,,0.67,LANINA
,25,,8.3,4.5,16.58,75,1.00,LANINA
0,,11.9,,,,,0.67,LANINA
,25.5,,8.9,2.3,17.12,67.75,0.67,LANINA
0,,10.7,,,,,0.67,LANINA
,21.8,,7,3.2,14.66,65.5,1.00,LANINA
0,,10.5,,,,,1.00,LANINA
,26.8,,9.3,3.4,16.24,58.5,0.67,LANINA
0,,7.4,,,,,0.33,LANINA
,28.5,,9.2,4.4,19.34,54,0.33,LANINA
0,,10.3,,,,,0.33,LANINA
,29.5,,9.2,5.7,20.48,47.75,0.67,LANINA
0,,12.8,,,,,0.00,LANINA
,28.5,,7.4,6,19.12,56.5,1.00,LANINA
0,,11.5,,,,,0.67,LANINA
,26.4,,8.7,5,18.52,62,0.00,LANINA
0,,12.2,,,,,2.33,LANINA
,27.8,,9.2,4.9,20.4,55,1.33,LANINA
0,,15.4,,,,,1.00,LANINA
,27.8,,7.6,6.6,20.66,54.5,1.33,LANINA
0,,16.4,,,,,1.00,LANINA
,25.5,,8.9,5.4,18.4,54.25,1.00,LANINA
0,,12.1,,,,,0.67,LANINA
,19.9,,9,4.7,12.86,65.25,0.67,LANINA
0,,9.2,,,,,0.67,LANINA
,20.4,,9.4,4,13.48,52.25,2.33,LANINA
0,,7,,,,,0.67,LANINA
,22.2,,9.5,5.1,13.38,53.5,2.33,LANINA
0,,7.5,,,,,2.33,LANINA
,23.4,,9.6,5.4,14.76,55.5,1.00,LANINA
0,,9,,,,,1.00,LANINA
,26.3,,9.2,5.4,16.12,52.25,0.67,LANINA
0,,9.9,,,,,0.00,LANINA
,26.9,,9.4,4.8,17.82,48,1.00,LANINA
0,,9.9,,,,,0.67,LANINA
,28.3,,9.5,5.5,19.08,44.5,0.67,LANINA
0,,11.8,,,,,0.67,LANINA
,29.3,,9.6,7,19.44,42.25,0.00,LANINA
0,,12.8,,,,,2.67,LANINA
,30.2,,9.6,7.2,19.76,42.25,1.00,LANINA
0,,13.1,,,,,1.00,LANINA
,30.2,,8.8,7.1,19.72,43.25,1.00,LANINA
0,,11.9,,,,,0.33,LANINA
,31.6,,9.6,7.3,22.04,38.75,0.67,LANINA
0,,13.5,,,,,1.33,LANINA
,31.3,,9.6,6.5,21.18,40.25,1.00,LANINA
0,,12.5,,,,,1.67,LANINA
,31.8,,9.3,7.5,22.38,34.5,1.00,LANINA
0,,14.2,,,,,1.33,LANINA
,32,,9.3,6.7,23,35.5,1.67,LANINA
0,,13.5,,,,,1.67,LANINA
,33,,9.2,8.4,23.94,35.75,2.00,LANINA
0,,16.7,,,,,1.00,LANINA
,31.9,,8.8,7.6,23.28,47.75,1.33,LANINA
0,,17.4,,,,,1.67,LANINA
,30.1,,9.1,8.5,22.42,40.5,1.03,LANINA
0,,15.7,,,,,0.34,LANINA
,29.5,,8.3,8.4,21.12,49.5,0.34,LANINA
0,,16.7,,,,,0.34,LANINA
,30.8,,9.3,7.2,21.3,46.25,1.03,LANINA
0,,14.1,,,,,1.03,LANINA
,32.3,,9.2,7.2,22.46,41.25,1.03,LANINA
0,,15.5,,,,,0.69,LANINA
,32.6,,9.4,7.8,23.1,42,2.06,LANINA
0,,15,,,,,3.09,LANINA
,30.7,,8.2,8.5,21.44,63.25,1.71,LANINA
0,,17.5,,,,,1.37,LANINA
,28.5,,7.4,5.9,18.96,64.5,0.34,LANINA
0,,13.1,,,,,0.69,LANINA
,21,,2,4.6,16.6,89.75,0.34,LANINA
7,,14.5,,,,,0.69,LANINA
,24.9,,9.6,1.8,18.1,68.25,1.03,LANINA
2.2,,14.2,,,,,0.69,LANINA
,27.7,,9.8,4.2,19.28,55.5,1.03,LANINA
0,,12.5,,,,,0.69,LANINA
,28.7,,9.8,5.7,19.76,51.25,1.37,LANINA
0,,12.5,,,,,1.37,LANINA
,30.8,,9.8,7.1,21.86,40.25,1.03,LANINA
0,,15.9,,,,,0.69,LANINA
,31,,9.5,9,21.6,40,1.03,LANINA
0,,18.1,,,,,0.69,LANINA
,31.4,,9.9,,23.48,32,0.34,LANINA
0,,17.8,,,,,2.40,LANINA
,31.2,,9.2,,23.74,43.25,1.37,LANINA
0,,19.3,,,,,0.51,LANINA
,28.9,,1.7,,23,58.5,1.37,LANINA
0,,18.2,,,,,0.33,LANINA
,32.8,,7.5,4.3,24.4,49.5,0.33,LANINA
0,,15.7,,,,,0.00,LANINA
,34,,6.1,6.9,25.84,48.75,0.67,LANINA
0,,19.5,,,,,0.37,LANINA
,26.9,,7.5,7,18.1,69.5,0.33,LANINA
0,,14.6,,,,,0.33,LANINA
,28.2,,7.9,4.8,19.82,59.25,0.67,LANINA
0,,12.3,,,,,1.00,LANINA
,31.1,,7,5.4,22.12,59.5,1.67,LANINA
0,,16.1,,,,,2.33,LANINA
,31.2,,8.3,6.4,23.7,56,1.00,LANINA
0,,18.1,,,,,2.33,LANINA
,33,,9.1,6.5,24.52,50.75,1.33,LANINA
0,,19.8,,,,,1.00,LANINA
,34.2,,8.1,8.7,25.32,43.5,0.67,LANINA
0,,19.7,,,,,0.33,LANINA
,27,,1.6,3.7,20.22,82,0.67,LANINA
0,,17.3,,,,,1.67,LANINA
,31,,7.1,2.3,23.22,59.25,0.67,LANINA
1.6,,16.9,,,,,0.00,LANINA
,23.1,,0,5,17.62,93.75,1.00,LANINA
17.8,,16.2,,,,,0.33,LANINA
,21.5,,0,0.5,18.54,93,0.00,LANINA
20.7,,15.9,,,,,0.33,LANINA
,18.8,,0,0.9,17.54,96,0.33,LANINA
25.8,,16.7,,,,,0.67,LANINA
,22.7,,0,0.4,19.16,90.5,0.67,LANINA
1.9,,17,,,,,0.67,LANINA
,23,,0,0.8,19.84,93,1.00,LANINA
1.3,,18.3,,,,,0.69,LANINA
,28.8,,0,0.8,21.18,85.25,1.03,LANINA
20.6,,17.7,,,,,1.03,LANINA
,26.7,,0,1.8,20.74,87.25,1.03,LANINA
23.9,,17.8,,,,,1.03,LANINA
,21,,0.5,1.7,16.76,81.75,2.06,LANINA
0.9,,15.5,,,,,0.69,LANINA
,28.3,,6.6,2,21.76,67,1.03,LANINA
0,,14.9,,,,,1.03,LANINA
,31.2,,9.4,3.8,24,65.25,1.37,LANINA
0,,18.3,,,,,1.03,LANINA
,33,,9.8,4.8,24.92,59,1.03,LANINA
0,,16.5,,,,,0.69,LANINA
,26.9,,1.4,6,19.94,90.25,1.03,LANINA
0.7,,18,,,,,0.69,LANINA
,24.5,,7.2,1.5,18.24,67.5,0.34,LANINA
12.2,,16.1,,,,,0.69,LANINA
,23.2,,8.9,4.5,16.44,69.25,0.69,LANINA
0,,12.5,,,,,0.34,LANINA
,24.5,,5.8,4,16.64,70,1.03,LANINA
0,,11.9,,,,,1.03,LANINA
,23.5,,9.7,4,16.28,69.75,1.37,LANINA
0,,11.3,,,,,1.71,LANINA
,24,,9.1,4.5,15.94,50.5,3.09,LANINA
0,,10.1,,,,,1.03,LANINA
,29.2,,9.5,5.5,20.58,54.25,1.03,LANINA
0,,10.7,,,,,1.03,LANINA
,32.7,,8.5,5,24.7,58.25,1.71,LANINA
0,,16.8,,,,,1.03,LANINA
,28.8,,2.9,5.2,21.98,79.75,0.34,LANINA
8.2,,18.5,,,,,0.34,LANINA
,29.3,,,1.8,22.62,71.75,0.00,LANINA
1.6,,18.3,,,,,0.00,LANINA
,29.9,,6.3,3.5,,73,0.34,LANINA
0,,19.8,,,,,0.69,LANINA
,25.6,,4.5,3,19.24,80.5,1.37,LANINA
3.4,,17.2,,,,,1.03,LANINA
,27.3,,9.9,2.7,19.64,57,0.69,LANINA
0,,13.5,,,,,1.03,LANINA
,29.3,,10.9,4.9,20.56,43.25,1.03,LANINA
0,,11.3,,,,,1.03,LANINA
,32.4,,10.8,6.4,23.82,43,1.03,LANINA
0,,14.4,,,,,0.86,LANINA
,33.6,,9.6,7.3,24.94,52.5,2.74,LANINA
0,,17.7,,,,,3.09,LANINA
,24.3,,0,6.6,20.26,93.5,2.40,LANINA
2.2,,18.7,,,,,1.03,LANINA
,28.8,,7,0.9,22.58,70.75,1.71,LANINA
