--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS DO JORDAO - SP (OMM: 83714)
Latitude  (graus) : -22.75
Longitude (graus) : -45.6
Altitude  (metros): 1642.00
Estação Operante
Inicio de operação: 01/01/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83714;15/07/2007;1200;0;;;;;;
83714;16/07/2007;0000;;14.6;;;;;
83714;16/07/2007;1200;0;;;;;;
83714;17/07/2007;0000;;13.6;;;;;
83714;17/07/2007;1200;29;;;;;;
83714;18/07/2007;0000;;13.8;;;;;
83714;18/07/2007;1200;23.2;;;;;;
83714;19/07/2007;0000;;15.6;;;;;
83714;19/07/2007;1200;4.9;;;;;;
83714;20/07/2007;0000;;18.2;;;;;
83714;20/07/2007;1200;0;;;;;;
83714;21/07/2007;0000;;21;;;;;
83714;21/07/2007;1200;0;;;;;;
83714;22/07/2007;0000;;20.8;;;;;
83714;22/07/2007;1200;0;;;;;;
83714;23/07/2007;0000;;18.4;;;;;
83714;23/07/2007;1200;0;;;;;;
83714;24/07/2007;0000;;17;;;;;
83714;24/07/2007;1200;23.1;;;;;;
83714;25/07/2007;0000;;14;;;;;
83714;25/07/2007;1200;74.4;;;;;;
83714;26/07/2007;0000;;14.2;;;;;
83714;26/07/2007;1200;15.4;;;;;;
83714;27/07/2007;0000;;17.4;;;;;
83714;27/07/2007;1200;0;;;;;;
83714;28/07/2007;0000;;11.3;;;;;
83714;28/07/2007;1200;0;;;;;;
83714;29/07/2007;0000;;9.1;;;;;
83714;29/07/2007;1200;3.6;;;;;;
83714;30/07/2007;0000;;14.2;;;;;
83714;30/07/2007;1200;0;;;;;;
83714;31/07/2007;0000;;17.8;;;;;
83714;31/07/2007;1200;0;;;;;;
83714;01/08/2007;0000;;18.4;;;;;
83714;01/08/2007;1200;0;;;;;;
83714;02/08/2007;0000;;20.2;;;;;
83714;02/08/2007;1200;0;;;;;;
83714;03/08/2007;0000;;20.2;;;;;
83714;03/08/2007;1200;0;;;;;;
83714;04/08/2007;0000;;19.8;;;;;
83714;04/08/2007;1200;0;;;;;;
83714;05/08/2007;0000;;17.8;;;;;
83714;05/08/2007;1200;0;;;;;;
83714;06/08/2007;0000;;19.8;;;;;
83714;06/08/2007;1200;0;;;;;;
83714;07/08/2007;0000;;21.2;;;;;
83714;07/08/2007;1200;0;;;;;;
83714;08/08/2007;0000;;20.6;;;;;
83714;08/08/2007;1200;0;;;;;;
83714;09/08/2007;0000;;21.4;;;;;
83714;09/08/2007;1200;0;;;;;;
83714;10/08/2007;0000;;21.8;;;;;
83714;10/08/2007;1200;0;;;;;;
83714;11/08/2007;0000;;18.8;;;;;
83714;11/08/2007;1200;0;;;;;;
83714;12/08/2007;0000;;15.8;;;;;
83714;12/08/2007;1200;0;;;;;;
83714;13/08/2007;0000;;20;;;;;
83714;13/08/2007;1200;0;;;;;;
83714;14/08/2007;0000;;20.4;;;;;
83714;14/08/2007;1200;0;;;;;;
83714;15/08/2007;0000;;19.8;;;;;
83714;15/08/2007;1200;0;;;;;;
83714;16/08/2007;0000;;22;;;;;
83714;16/08/2007;1200;0;;;;;;
83714;17/08/2007;0000;;20.8;;;;;
83714;17/08/2007;1200;0;;;;;;
83714;18/08/2007;0000;;23;;;;;
83714;18/08/2007;1200;0;;;;;;
83714;19/08/2007;0000;;20.2;;;;;
83714;19/08/2007;1200;0;;;;;;
83714;20/08/2007;0000;;21.2;;;;;
83714;20/08/2007;1200;0;;;;;;
83714;21/08/2007;0000;;21;;;;;
83714;21/08/2007;1200;0;;;;;;
83714;22/08/2007;0000;;22.4;;;;;
83714;22/08/2007;1200;0;;;;;;
83714;23/08/2007;0000;;22.6;;;;;
83714;23/08/2007;1200;0;;;;;;
83714;24/08/2007;0000;;24;;;;;
83714;24/08/2007;1200;0;;;;;;
83714;25/08/2007;0000;;25;;;;;
83714;25/08/2007;1200;0;;;;;;
83714;26/08/2007;0000;;24.6;;;;;
83714;26/08/2007;1200;0;;;;;;
83714;27/08/2007;0000;;25;;;;;
83714;27/08/2007;1200;0;;;;;;
83714;28/08/2007;0000;;24.6;;;;;
83714;28/08/2007;1200;0;;;;;;
83714;29/08/2007;0000;;21.2;;;;;
83714;29/08/2007;1200;0;;;;;;
83714;30/08/2007;0000;;18;;;;;
83714;30/08/2007;1200;0;;;;;;
83714;31/08/2007;0000;;22;;;;;
83714;31/08/2007;1200;0;;;;;;
83714;01/09/2007;0000;;23.4;;;;;
83714;01/09/2007;1200;0;;;;;;
83714;02/09/2007;0000;;21.8;;;;;
83714;02/09/2007;1200;0;;;;;;
83714;03/09/2007;0000;;22.6;;;;;
83714;03/09/2007;1200;39.3;;;;;;
83714;04/09/2007;0000;;22.6;;;;;
83714;04/09/2007;1200;1.8;;;;;;
83714;05/09/2007;0000;;21.6;;;;;
83714;05/09/2007;1200;0;;;;;;
83714;06/09/2007;0000;;21.8;;;;;
83714;06/09/2007;1200;0;;;;;;
83714;07/09/2007;0000;;21.2;;;;;
83714;07/09/2007;1200;0;;;;;;
83714;08/09/2007;0000;;23;;;;;
83714;08/09/2007;1200;0;;;;;;
83714;09/09/2007;0000;;22;;;;;
83714;09/09/2007;1200;0;;;;;;
83714;10/09/2007;0000;;21.6;;;;;
83714;10/09/2007;1200;0;;;;;;
83714;11/09/2007;0000;;22;;;;;
83714;11/09/2007;1200;0;;;;;;
83714;12/09/2007;0000;;20;;;;;
83714;12/09/2007;1200;0;;;;;;
83714;13/09/2007;0000;;21.2;;;;;
83714;13/09/2007;1200;0;;;;;;
83714;14/09/2007;0000;;24;;;;;
83714;14/09/2007;1200;0;;;;;;
83714;15/09/2007;0000;;22.6;;;;;
83714;15/09/2007;1200;0;;;;;;
